,Dominant_Topic,Topic_Keywords,Num_Sentences,Perc_Sentences
2541.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2542.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2543.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2544.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2545.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2546.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2547.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2548.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2549.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2550.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2551.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2552.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2553.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2554.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2555.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2556.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2557.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2558.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2559.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2560.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2561.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2562.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2563.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2564.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2565.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2566.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2567.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2568.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2569.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2570.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2571.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2572.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2573.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2574.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2575.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2576.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2577.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2578.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2579.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2580.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2581.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2582.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2583.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2584.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2585.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2586.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2587.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2588.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2589.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2590.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2591.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2592.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2593.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2594.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2595.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2596.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2597.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2598.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2599.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2600.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2601.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2602.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2603.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2604.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2605.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2606.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2607.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2608.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2609.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2610.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2611.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2612.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2613.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2614.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2615.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2616.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2617.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2618.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2619.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2620.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2621.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2622.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2623.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2624.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2625.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2626.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2627.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2628.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2629.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2630.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2631.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2632.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2633.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2634.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2635.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2636.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2637.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2638.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2639.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2640.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2641.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2642.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2643.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2644.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2645.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2646.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2647.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2648.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2649.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2650.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2651.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2652.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2653.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2654.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2655.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2656.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2657.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2658.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2659.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2660.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2661.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2662.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2663.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2664.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2665.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2666.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2667.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2668.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2669.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2670.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2671.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2672.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2673.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2674.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2675.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2676.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2677.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2678.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2679.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2680.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2681.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2682.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2683.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2684.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2685.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2686.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2687.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2688.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2689.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2690.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2691.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2692.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2693.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2694.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2695.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2696.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2697.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2698.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2699.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2700.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2701.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2702.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2703.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2704.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2705.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2706.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2707.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2708.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2709.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2710.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2711.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2712.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2713.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2714.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2715.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2716.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2717.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2718.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2719.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2720.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2721.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2722.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2723.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2724.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2725.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2726.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2727.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2728.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2729.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2730.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2731.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2732.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2733.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2734.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2735.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2736.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2737.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2738.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2739.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2740.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2741.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2742.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2743.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2744.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2745.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2746.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2747.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2748.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2749.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2750.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2751.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2752.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2753.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2754.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2755.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2756.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2757.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2758.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2759.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2760.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2761.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2762.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2763.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2764.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2765.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2766.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2767.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2768.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2769.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2770.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2771.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2772.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2773.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2774.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2775.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2776.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2777.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2778.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2779.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2780.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2781.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2782.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2783.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2784.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2785.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2786.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2787.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2788.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2789.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2790.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2791.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2792.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2793.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2794.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2795.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2796.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2797.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2798.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2799.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2800.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2801.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2802.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2803.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2804.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2805.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2806.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2807.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2808.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2809.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2810.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2811.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2812.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2813.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2814.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2815.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2816.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2817.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2818.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2819.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2820.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2821.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2822.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2823.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2824.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2825.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2826.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2827.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2828.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2829.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2830.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2831.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2832.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2833.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2834.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2835.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2836.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2837.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2838.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2839.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2840.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2841.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2842.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2843.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2844.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2845.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2846.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2847.0,6.0,"rule, group, default, create, security, method, creation, quota, duplicate, separate",,
2848.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2849.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2850.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2851.0,4.0,"security, add, change, patch, code, improve, number, type, performance, validate",,
2852.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2853.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2854.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2855.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2856.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2857.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2858.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2859.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2860.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2861.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2862.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2863.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2864.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2865.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2866.0,8.0,"security, group, relate, exist, extension, introduce, current, api, merge, list",,
2867.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2868.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2869.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2870.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2871.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2872.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2873.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2874.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2875.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2876.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2877.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2878.0,5.0,"security, add, context, change, server, implement, container, include, flag, true",,
2879.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2880.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2881.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2882.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2883.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2884.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2885.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2886.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2887.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2888.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2889.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2890.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2891.0,7.0,"change, update, policy, make, description, object, section, field, security, information",,
2892.0,3.0,"fix, check, bug, case, guide, error, fail, exception, return, message",,
2893.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2894.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2895.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2896.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2897.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2898.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2899.0,2.0,"support, neutron, network, service, enable, driver, ca, client, plugin, command",,
2900.0,11.0,"test, change, unit, ad, provide, move, https, temp, modify, common",,
2901.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
2902.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2903.0,1.0,"change, user, update, patch, fix, issue, close, project, commit, bug",,
2904.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2905.0,12.0,"sign, run, apply, openstack, job, depend, configure, ansible, role, node",,
2906.0,10.0,"change, security, remove, delete, option, work, version, filter, replace, attribute",,
2907.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2908.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2909.0,9.0,"port, security, agent, disable, group, tenant, address, handle, order, ensure",,
2910.0,0.0,"group, security, instance, table, parameter, show, action, query, single, detail",,
2911.0,13.0,"bug, close, commit, bf, fix, related, partial, log, step, load",,
